Sales_ID,Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,City_Name,State_Code_city,City_Code_postal,Region_Code,Region,State_Name,Sold
6302,Hyundai EON Era Plus,2016,275000,49200,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
6303,Honda Civic 1.8 V MT,2009,220000,125000,CT21,ST27,248001,Petrol,Individual,Manual,Second Owner,13.5 kmpl,1799 CC,130 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
6304,Hyundai i10 Era,2008,200000,60000,CT04,ST24,641006,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
6305,Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,CT28,ST11,834001,Petrol,Individual,Manual,Second Owner,15.37 kmpl,1196 CC,73 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6306,Maruti Alto LXI,2004,90000,110000,CT06,ST22,302013,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
6307,Maruti Wagon R LXI Minor,2007,120000,70000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
6308,Maruti Wagon R LXI,2006,90000,168000,CT21,ST27,248001,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
6309,Mahindra XUV500 W10 2WD,2018,1500000,30000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6310,Hyundai Grand i10 CRDi Sportz,2015,370000,60000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6311,Maruti Swift VDI BSIV,2016,595000,131111,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6312,Mahindra Renault Logan 1.5 DLE Diesel,2007,150000,120000,CT18,ST21,141003,Diesel,Individual,Manual,Second Owner,19.2 kmpl,1461 CC,65 bhp,5,Ludhiana,ST21,CT18,R5,North,Punjab,N
6313,Maruti Swift Dzire VDi,2012,400000,58400,CT12,ST28,201301,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,N
6314,Maruti Alto K10 VXI Airbag,2016,310000,23400,CT27,ST11,831001,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.1 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6315,Maruti Celerio VXI MT BSIV,2018,385000,50000,CT03,ST24,600039,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6317,Mahindra XUV500 W8 2WD,2014,750000,90000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7,Mysore,ST12,CT19,R4,South,Karnataka,N
6318,Hyundai Santro Sportz AMT BSIV,2019,521000,3010,CT11,ST07,382220,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1086 CC,68 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6319,Tata Manza Aqua Quadrajet BS IV,2010,180000,80000,CT21,ST27,248001,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
6320,Ford Fiesta EXi 1.4 TDCi Ltd,2011,220000,155000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
6321,Maruti 800 AC,1998,40000,70000,CT17,ST07,391510,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4,Vadodara,ST07,CT17,R3,West,Gujarat,N
6322,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,540000,4000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6323,Maruti Alto LXi BSIII,2007,140000,35000,CT12,ST28,201301,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,N
6324,Maruti Zen VXI,2003,200000,121000,CT10,ST12,560063,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5,Bangalore,ST12,CT10,R4,South,Karnataka,N
6325,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000,110000,CT11,ST07,382220,Diesel,Individual,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6326,Ford Fiesta 1.4 SXi TDCi ABS,2010,229999,170000,CT02,ST15,411002,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
6327,Maruti Swift Vdi BSIII,2010,305000,175000,CT23,ST12,574142,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6328,Mahindra XUV500 W10 1.99 mHawk,2018,1400000,30000,CT01,ST15,400035,Diesel,Individual,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,7,Mumbai,ST15,CT01,R3,West,Maharashtra,N
6329,Ford Fiesta 1.4 ZXi TDCi LE,2008,200000,163000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6330,Ford Fiesta 1.4 ZXi TDCi ABS,2008,200000,163000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,17.8 kmpl,1399 CC,68 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6331,Mahindra Xylo D2 BS IV,2010,465000,77088,CT13,ST04,800002,Diesel,Individual,Manual,First Owner,14.0 kmpl,2489 CC,95 bhp,8,Patna,ST04,CT13,R2,East,Bihar,N
6332,Nissan Micra Diesel XV,2011,210000,110000,CT22,ST14,452003,Diesel,Individual,Manual,Third Owner,23.08 kmpl,1461 CC,63.1 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6333,Mahindra Bolero 2011-2019 SLX,2016,570000,136511,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
6334,Maruti Ertiga ZXI,2015,570000,80000,CT03,ST24,600039,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6335,Maruti Ertiga ZXI,2015,650000,60000,CT07,ST13,682024,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7,Kochi,ST13,CT07,R4,South,Kerala,N
6336,Maruti Swift Dzire ZXI,2016,620000,36000,CT05,ST25,500020,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,N
6337,Maruti Wagon R VXI BS IV,2012,250000,65000,CT13,ST04,800002,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
6338,BMW X1 sDrive20d,2011,1000000,50000,CT27,ST11,831001,Diesel,Individual,Automatic,First Owner,17.05 kmpl,1995 CC,184 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6339,Maruti Wagon R Duo Lxi,2012,300000,60000,CT24,ST13,680001,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
6340,Fiat Grande Punto 1.3 Emotion (Diesel),2013,300000,82500,CT20,ST28,208002,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
6341,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,810000,30000,CT03,ST24,600020,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1498 CC,98.96 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6342,Chevrolet Cruze LTZ,2011,270000,100000,CT02,ST15,411002,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
6343,Maruti Swift Dzire LDI Optional,2015,470000,70000,CT09,ST34,110039,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
6344,Tata Zest Quadrajet 1.3 XT,2017,400000,85000,CT11,ST07,382220,Diesel,Individual,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6345,Maruti Wagon R Stingray VXI,2014,300000,60000,CT29,ST24,632001,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
6346,Maruti Alto 800 Base,2015,170000,20000,CT22,ST14,452003,Petrol,Individual,Manual,Third Owner,22.74 kmpl,796 CC,47.3 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6347,Renault Duster 110PS Diesel RXZ Optional with Nav,2014,455999,80000,CT01,ST15,400035,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
6348,Mahindra Xylo D2,2009,121000,100000,CT21,ST27,248001,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2489 CC,95 bhp,8,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
6351,Maruti Vitara Brezza VDi Option,2016,650000,80000,CT12,ST28,201301,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,N
6352,Tata Bolt Revotron XE,2017,350000,35000,CT08,ST29,700053,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
6353,Chevrolet Beat Diesel,2013,125000,139000,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
6354,Maruti Alto AX,2005,80000,90000,CT13,ST04,800002,Petrol,Individual,Automatic,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
6356,Honda City 2017-2020 GXi,2008,250000,100000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6357,Volkswagen Vento Diesel Trendline,2011,225000,90000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,20.54 kmpl,1598 CC,103.6 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
6358,Mahindra Bolero SLX,2007,215000,105000,CT18,ST21,141003,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7,Ludhiana,ST21,CT18,R5,North,Punjab,N
6359,Hyundai Xcent 1.2 CRDi E Plus,2017,450000,40000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
6360,Hyundai Xcent 1.2 VTVT S,2017,509999,90000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6361,Maruti Alto 800 LXI,2015,245000,36710,CT27,ST11,831001,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6362,Mahindra Supro LX 8 Str,2018,400000,50000,CT09,ST34,110039,Diesel,Individual,Manual,First Owner,23.5 kmpl,909 CC,45 bhp,8,Delhi,ST34,CT09,R5,North,Delhi,N
6363,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2016,620000,28180,CT24,ST13,680001,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
6364,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,CT09,ST34,110039,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
6365,Tata Harrier XZ BSIV,2019,1700000,15000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,17.0 kmpl,1956 CC,138.1 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
6366,Datsun GO Plus T VDC,2019,590000,4000,CT14,ST07,395101,Petrol,Individual,Manual,First Owner,19.72 kmpl,1198 CC,67 bhp,7,Surat,ST07,CT14,R3,West,Gujarat,N
6367,Maruti Ritz VDi,2014,370000,30000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
6368,Maruti Swift VXI,2013,350000,15000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
6369,Maruti Baleno Alpha 1.2,2017,580000,20000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
6370,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,450000,56000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
6371,Hyundai i20 Active 1.2 S,2017,600000,19000,CT21,ST27,248001,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
6372,Ford Endeavour 2.2 Titanium AT 4X2,2016,2400000,30000,CT05,ST25,500020,Diesel,Individual,Automatic,First Owner,12.62 kmpl,2198 CC,158 bhp,7,Hyderabad,ST25,CT05,R4,South,Telangana,N
6373,Hyundai i20 1.2 Magna Executive,2017,450000,70000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6374,Tata Indigo CS LX (TDI) BS III,2009,150000,30000,CT11,ST07,382220,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6375,Maruti Eeco 5 Seater AC BSIV,2019,400000,15000,CT06,ST22,302013,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
6376,Maruti Alto 800 LXI,2013,185000,85000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6377,Maruti Swift AMT VXI,2018,625000,50000,CT16,ST23,737101,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
6378,Hyundai i20 Active SX Petrol,2019,700000,20000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
6379,Maruti Wagon R VXI Optional,2017,390000,25000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6380,Tata Nexon 1.2 Revotron XM,2018,625000,25000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
6381,Maruti Swift Dzire VXI,2014,400000,50000,CT19,ST12,570004,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,N
6382,Hyundai i20 1.4 CRDi Asta,2011,380000,150000,CT07,ST13,682024,Diesel,Individual,Manual,Fourth & Above Owner,23.0 kmpl,1396 CC,90 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,N
6383,Toyota Corolla Altis 1.8 VL AT,2009,400000,90000,CT23,ST12,574142,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6384,Tata Zest Revotron 1.2T XMS,2019,620000,100000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6385,Ford Fiesta Classic 1.4 SXI Duratorq,2008,190000,180000,CT11,ST07,382220,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6386,Maruti Alto 800 LXI,2013,210000,50000,CT23,ST12,574142,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
6387,Maruti Ritz VDi,2012,270000,80000,CT20,ST28,208002,Diesel,Individual,Manual,Third Owner,23.2 kmpl,1248 CC,73.94 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
6388,Maruti Zen Std,1999,45000,100000,CT03,ST24,600020,Petrol,Individual,Manual,Third Owner,17.3 kmpl,993 CC,60 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6389,Hyundai EON D Lite Plus,2014,220000,93000,CT06,ST22,302013,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
6390,Mahindra Bolero 2011-2019 DI - AC BS III,2014,550000,11500,CT16,ST23,737101,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9,Gangtok,ST23,CT16,R6,North East,Sikkim,N
6391,Hyundai i20 Asta 1.2,2013,370000,120000,CT10,ST12,560063,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5,Bangalore,ST12,CT10,R4,South,Karnataka,N
6393,Mahindra Xylo D2 Maxx,2015,650000,50000,CT11,ST07,382220,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,9,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6394,Honda City V MT,2012,550000,120000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6395,Ford Fiesta 1.4 SXi TDCi ABS,2010,225000,100000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
6396,Maruti 800 Std,2004,40000,57000,CT03,ST24,600020,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6397,Hyundai EON Era Plus,2016,280000,60000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6398,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,CT16,ST23,737101,Petrol,Dealer,Automatic,First Owner,17.01 kmpl,1499 CC,110.5 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
6399,Maruti Alto 800 LXI,2017,290000,90000,CT07,ST13,682024,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,N
6400,Hyundai i20 Active 1.4 S,2018,720000,50000,CT26,ST15,431001,Diesel,Individual,Manual,Second Owner,21.19 kmpl,1396 CC,88.73 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
6401,Ford EcoSport 1.5 TDCi Trend Plus BSIV,2017,800000,60000,CT27,ST11,831001,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6402,Hyundai i10 Era,2012,265000,20000,CT03,ST24,600020,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6403,Maruti Alto LX BSIII,2010,135000,90000,CT19,ST12,570004,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,N
6404,Ford Figo 1.5D Ambiente MT,2016,350000,70000,CT28,ST11,834001,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
6406,Chevrolet Enjoy 1.3 TCDi LS 8,2016,490000,80000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,18.2 kmpl,1248 CC,73.74 bhp,8,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6407,Hyundai Verna 1.6 SX,2012,450000,72000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
6408,Mahindra Scorpio 1.99 S8,2016,950000,50000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
6409,Maruti Swift Dzire ZXi,2012,355000,90000,CT09,ST34,110039,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
6410,Hyundai Elite i20 Petrol Asta,2019,700000,17000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5,Bhubaneshwar,ST20,CT15,R2,East,Odisha,N
6411,Mahindra Scorpio VLX 2WD BSIII,2012,459999,70000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,8,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6412,Volkswagen Polo Diesel Highline 1.2L,2012,350000,74000,CT02,ST15,411002,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
6413,Maruti Alto LX BSIII,2006,85000,60000,CT24,ST13,680001,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
6414,Maruti Alto 800 LX,2016,290000,15000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
6415,Honda WR-V i-DTEC VX,2019,1000000,72000,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,N
6416,Tata Indica V2 LSi,2008,85000,25000,CT07,ST13,682024,Petrol,Individual,Manual,Second Owner,16.84 kmpl,1193 CC,64.4 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,N
6417,Maruti Alto LXI,2003,65000,114000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6418,Honda City 1.5 EXI,2005,75000,120000,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,13.0 kmpl,1493 CC,100 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
6419,Skoda Octavia Ambiente 1.9 TDI MT,2003,100000,250000,CT04,ST24,641006,Diesel,Individual,Manual,Second Owner,18.7 kmpl,1896 CC,66 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
6420,Tata Indica Vista Terra 1.4 TDI,2009,170000,55768,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
6421,Hyundai Grand i10 1.2 Kappa Magna AT,2017,525000,40000,CT22,ST14,452003,Petrol,Individual,Automatic,First Owner,18.9 kmpl,1197 CC,81.86 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
6422,Maruti Wagon R LXI,2020,265000,70000,CT03,ST24,600020,Petrol,Individual,Manual,Second Owner,21.79 kmpl,998 CC,67.05 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6423,Tata Tigor 1.2 Revotron XZ,2018,459999,50000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
6424,Maruti Alto K10 VXI,2017,250000,20000,CT01,ST15,400035,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
6425,Maruti Swift Dzire VDI,2013,395000,70000,CT03,ST24,600020,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
6426,Hyundai Grand i10 Asta Option,2014,375000,60000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
6427,Tata Indica Vista Aqua 1.4 TDI,2009,120000,120000,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,71 bhp,5,Bangalore,ST12,CT10,R4,South,Karnataka,N
6428,Maruti Ritz VDi,2011,290000,110000,CT26,ST15,431001,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
6429,Tata Tiago 1.2 Revotron XZ,2017,409999,60000,CT11,ST07,382220,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
6430,Chevrolet Spark 1.0 LT Option Pack w/ Airbag,2009,200000,30000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,16.5 kmpl,995 CC,63 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
6431,Skoda Rapid 1.5 TDI Ambition BSIV,2018,900000,35000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,21.13 kmpl,1498 CC,108.6 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,N
